rank,company,equipment_type,country,equipment_age,priority_score
1229,ArcelorMittal SA,AC-Electric Arc Furnace,Luxembourg,33,72.5
1230,Aperam,AC-Electric Arc Furnace,France,55,72.4
1231,Aperam,AC-Electric Arc Furnace,France,55,72.4
1232,ArcelorMittal SA,Reversing Cold Rolling Mill,Poland,0,72.4
1233,ArcelorMittal SA,Organic Coating Line,Poland,49,72.4
1234,Blastr Green Steel,AC-Electric Arc Furnace,Finland,0,72.4
1235,Stahl + Walzwerk Marienhütte,Ladle Furnace,Austria,44,72.4
1236,ArcelorMittal SA,Reversing Cold Rolling Mill,Poland,0,72.4
1237,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,37,72.3
1238,Cognor S.A.,Billet-heavy Bar Mill,Poland,88,72.3
1239,Tata Steel,Tandem Mill,United Kingdom,71,72.2
1240,Store Steel,Blooming And Slabbing Mill,Slovenia,56,72.2
1241,Voestalpine AG,Ladle Furnace,Austria,0,72.1
1242,Bluescope Steel,Vacuum Degassing Plant,Australia,47,72.1
1243,Paturle Aciers SA,Organic Coating Line,France,0,72.1
1244,Acciaierie Venete SpA,Blooming And Slabbing Mill,Italy,12,72.0
1245,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,57,72.0
1246,ArcelorMittal SA,Ladle Furnace,France,2,72.0
1247,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Spain,26,71.9
1248,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,61,71.8
1249,HUEHOCO Group,Reversing Cold Rolling Mill,Germany,61,71.8
1250,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,61,71.8
1251,ArcelorMittal SA,Hot Dip Metal Coating Line,Belgium,51,71.7
1252,HUEHOCO Group,Reversing Cold Rolling Mill,Germany,44,71.7
1253,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,25,71.7
1254,Marcegaglia SpA,Hot Dip Metal Coating Line,Italy,25,71.7
1255,Outokumpu Oyj,AC-Electric Arc Furnace,Sweden,55,71.7
1256,Acerinox SA,Reversing Cold Rolling Mill,Germany,44,71.7
1257,Muhr U. Bender KG,Reversing Cold Rolling Mill,Germany,22,71.7
1258,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,22,71.7
1259,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,22,71.7
1260,Bluescope Steel,Light Section And Bar Mill,New Zealand,37,71.6
1261,Acciaierie D'Italia,Plate Mill,Italy,54,71.6
1262,Greybull,Vacuum Degassing Plant,France,39,71.6
1263,ArcelorMittal SA,Hot Strip Mill,Germany,29,71.6
1264,Acerinox SA,Induction Melt Furnace,Germany,23,71.5
1265,Vacuumschmelze GmbH,Induction Melt Furnace,Germany,23,71.5
1266,ArcelorMittal SA,Organic Coating Line,Belgium,35,71.3
1267,Aperam,Pickling Line,Belgium,34,71.2
1268,Bluescope Steel,Pickling Line,Australia,61,71.2
1269,Bluescope Steel,Ladle Furnace,New Zealand,11,71.2
1270,Marcegaglia SpA,Hot Dip Metal Coating Line,Italy,17,71.1
1271,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,17,71.1
1272,Liberty Steel Group,Hot Dip Metal Coating Line,Italy,17,71.1
1273,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,17,71.1
1274,Uddeholms AB,Steel Remelting Furnace,Sweden,10,71.0
1275,ArcelorMittal SA,AC-Electric Arc Furnace,France,0,71.0
1276,Marcegaglia SpA,AC-Electric Arc Furnace,France,0,71.0
1277,ArcelorMittal SA,AC-Electric Arc Furnace,France,0,71.0
1278,Duferco Travi E Profilati,Continuous Bloom Caster,Italy,40,71.0
1279,Liberty Steel Group,Batch Annealing Plant,Belgium,31,71.0
1280,ArcelorMittal SA,AC-Electric Arc Furnace,France,0,71.0
1281,Swiss Steel AG,AC-Electric Arc Furnace,France,0,71.0
1282,Swiss Steel AG,AC-Electric Arc Furnace,France,0,71.0
1283,Acciaierie D'Italia,Continuous Bloom Caster,Italy,40,71.0
1284,SHS Stahl Holding Saar,Wire Rod Mill,Netherlands,63,71.0
1285,Salzgitter,Continuous Slab Caster,Germany,16,70.9
1286,ArcelorMittal SA,Blooming And Slabbing Mill,Poland,66,70.9
1287,Tata Steel,Organic Coating Line,United Kingdom,55,70.9
1288,Tata Steel,Organic Coating Line,United Kingdom,36,70.8
1289,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,51,70.8
1290,Voestalpine AG,Continuous Billet Caster,Austria,38,70.8
1291,Bluescope Steel,Hot Dip Metal Coating Line,Australia,34,70.7
1292,Acciaierie D'Italia,Batch Annealing Plant,Italy,15,70.6
1293,Bluescope Steel,Hot Dip Metal Coating Line,Australia,1,70.6
1294,Salzgitter,Plate Mill,Germany,57,70.6
1295,ThyssenKrupp AG,Organic Coating Line,Germany,32,70.5
1296,Inexa Profil AB,Ladle Furnace,Sweden,35,70.4
1297,Acerinox SA,Hot Strip Mill,Spain,41,70.4
1298,Nippon Steel,Ladle Furnace,Sweden,35,70.4
1299,Tata Steel,Coking Plant,United Kingdom,63,70.3
1300,Bluescope Steel,Electrolytic Metal Coating Lin,Australia,27,70.1
1301,ArcelorMittal SA,Continuous Bloom Caster,Spain,40,70.1
1302,Nippon Steel,Light Section And Bar Mill,Sweden,48,70.0
1303,ArcelorMittal SA,Ladle Furnace,France,28,70.0
1304,Aperam,Pickling Line,Belgium,6,70.0
1305,Outokumpu Oyj,AC-Electric Arc Furnace,Finland,50,70.0
1306,Marcegaglia SpA,Batch Annealing Plant,Italy,0,70.0
1307,Acciaierie D'Italia,Batch Annealing Plant,Italy,0,70.0
1308,Knauf Interfer,Electrolytic Metal Coating Lin,Germany,0,69.9
1309,Bluescope Steel,Wire Rod Mill,New Zealand,57,69.9
1310,ThyssenKrupp AG,Blast Furnace,Germany,19,69.9
1311,Halyvourgiki SA,Pickling Line,Greece,44,69.9
1312,ArcelorMittal SA,Batch Annealing Plant,Belgium,33,69.8
1313,Uddeholms AB,Steel Remelting Furnace,Sweden,11,69.8
1314,Metinvest Holding,Plate Mill,Italy,23,69.7
1315,ArcelorMittal SA,DC-Electric Arc Furnace,Luxembourg,32,69.7
1316,ArcelorMittal SA,Hot Dip Metal Coating Line,Belgium,54,69.5
1317,Bluescope Steel,Hot Strip Mill,Australia,71,69.5
1318,ThyssenKrupp AG,SAF-OBF,Germany,0,69.4
1319,SHS Stahl Holding Saar,Continuous Slab Caster,Germany,28,69.4
1320,NLMK Group,Reversing Cold Rolling Mill,Belgium,20,69.4
1321,ThyssenKrupp AG,SAF-OBF,Germany,0,69.4
1322,Aperam,Induction Melt Furnace,France,14,69.4
1323,Cognor S.A.,Continuous Slab Caster,Poland,31,69.4
1324,Dugal SA,Hot Dip Metal Coating Line,Luxembourg,67,69.2
1325,Bluescope Steel,Electrolytic Metal Coating Lin,Australia,64,69.1
1326,ThyssenKrupp AG,Sintering Plant,Germany,62,69.1
1327,ArcelorMittal SA,DC-Electric Arc Furnace,Luxembourg,29,69.0
1328,Outokumpu Oyj,Continuous Slab Caster,Germany,27,69.0
1329,ArcelorMittal SA,Ladle Furnace,Spain,34,69.0
1330,SSAB,Ladle Furnace,Sweden,55,69.0
1331,Swiss Steel AG,Vacuum Degassing Plant,Germany,34,68.9
1332,ArcelorMittal SA,Sintering Plant,Germany,51,68.9
1333,Weglokoks S.A.,Plate Mill,Poland,66,68.9
1334,Acerinox SA,Vacuum Degassing Plant,Germany,34,68.9
1335,Georgsmarienhuette Holding,Vacuum Degassing Plant,Germany,34,68.9
1336,Nippon Steel,Continuous Bloom Caster,Finland,37,68.9
1337,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Blast Furnace,Germany,53,68.7
1338,ArcelorMittal SA,Blast Furnace,Germany,53,68.7
1339,Viohalco S.A.,Hot Strip Mill,Greece,54,68.7
1340,ThyssenKrupp AG,Blast Furnace,Germany,53,68.7
1341,Georgsmarienhuette Holding,Blast Furnace,Germany,53,68.7
1342,Hellenic Steel SA,Electrolytic Metal Coating Lin,Greece,59,68.7
1343,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),United Kingdom,51,68.7
1344,Erasteel,AC-Electric Arc Furnace,Sweden,63,68.6
1345,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,16,68.5
1346,Acciaieria Arvedi SpA,Continuous Slab Caster,Italy,17,68.4
1347,Greybull,Billet-heavy Bar Mill,France,53,68.3
1348,Carsid SA,Continuous Slab Caster,Belgium,42,68.3
1349,Halyvourgiki SA,Continuous Slab Caster,Greece,49,68.3
1350,Liberty Steel Group,Vacuum Degassing Plant,Australia,59,68.3
1351,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Belgium,60,68.2
1352,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Belgium,60,68.2
1353,Acciaierie Venete SpA,Continuous Bloom Caster,Italy,47,68.2
1354,Nippon Steel,Light Section And Bar Mill,Finland,37,68.1
1355,Ac. De Bonpertuis,AC-Electric Arc Furnace,France,56,68.0
1356,ArcelorMittal SA,Sintering Plant,Poland,50,67.9
1357,Aubert & Duval,Billet-heavy Bar Mill,France,62,67.9
1358,Bluescope Steel,Blast Furnace,Australia,54,67.8
1359,Acciaierie D'Italia,Hot Strip Mill,Italy,53,67.7
1360,ArcelorMittal SA,Vacuum Degassing Plant,Spain,38,67.7
1361,Cognor S.A.,Light Section And Bar Mill,Poland,1,67.7
1362,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Blast Furnace,Germany,45,67.7
1363,FNsteel,Continuous Billet Caster,Finland,25,67.6
1364,Stalprodukt SA,Continuous Annealing Line,Poland,50,67.6
1365,ThyssenKrupp AG,Blast Furnace,Germany,62,67.5
1366,Bluescope Steel,Continuous Slab Caster,Australia,40,67.5
1367,Risse + Wilke Kaltband,Temper-  Skin Pass Mill (CR),Germany,13,67.5
1368,Bluescope Steel,Continuous Slab Caster,Australia,40,67.5
1369,ArcelorMittal SA,Organic Coating Line,Poland,7,67.4
1370,Salzgitter,Organic Coating Line,Germany,58,67.4
1371,Trelleborg Rubore,Organic Coating Line,Sweden,59,67.3
1372,SSAB,Organic Coating Line,Sweden,59,67.3
1373,Weglokoks S.A.,Blast Furnace,Poland,73,67.3
1374,Greybull,Vacuum Degassing Plant,France,35,67.3
1375,SHS Stahl Holding Saar,Blast Furnace,Germany,41,67.2
1376,ArcelorMittal SA,Continuous Slab Caster,France,50,67.2
1377,ArcelorMittal SA,Coking Plant,Poland,88,67.2
1378,Nippon Steel,Continuous Slab Caster,Slovakia,44,67.0
1379,Acciaieria Arvedi SpA,Thin-Slab Caster,Italy,17,67.0
1380,JSW Koks SA,Coking Plant,Poland,56,67.0
1381,Blastr Green Steel,Hot Dip Metal Coating Line,Finland,0,66.9
1382,Outokumpu Oyj,Ladle Furnace,Germany,23,66.8
1383,Europickling NV,Pickling Line,Belgium,17,66.8
1384,ThyssenKrupp AG,Continuous Slab Caster,Germany,52,66.8
1385,SHS Stahl Holding Saar,Coking Plant,Germany,42,66.7
1386,Marcegaglia SpA,Reversing Cold Rolling Mill,Italy,15,66.7
1387,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Coking Plant,Germany,42,66.7
1388,ArcelorMittal SA,Continuous Slab Caster,Poland,19,66.7
1389,Marcegaglia SpA,Hot Strip Mill,France,0,66.6
1390,ArcelorMittal SA,Organic Coating Line,Greece,26,66.6
1391,Liberty Steel Group,Organic Coating Line,Italy,54,66.5
1392,Liberty Steel Group,Organic Coating Line,Italy,54,66.5
1393,ArcelorMittal SA,Blast Furnace,Poland,49,66.5
1394,ArcelorMittal SA,Blast Furnace,Poland,49,66.5
1395,Outokumpu Oyj,Plate Mill,United Kingdom,61,66.4
1396,Uddeholms AB,Light Section And Bar Mill,Sweden,49,66.3
1397,Trinecke Zelezarny,Blooming And Slabbing Mill,Czech Republic,8,66.3
1398,ArcelorMittal SA,Wire Rod Mill In Bar Mill,Poland,62,66.3
1399,Nippon Steel,Light Section And Bar Mill,Sweden,49,66.3
1400,Aperam,AC-Electric Arc Furnace,Belgium,24,66.2
1401,Acciaieria Arvedi SpA,Hot Strip Mill,Italy,61,66.2
1402,Sahaviriya Steel Industries PLC,Coking Plant,United Kingdom,55,66.1
1403,Acciaierie D'Italia,Batch Annealing Plant,Italy,19,66.0
1404,Acciaierie D'Italia,Batch Annealing Plant,Italy,19,66.0
1405,ArcelorMittal SA,Continuous Bloom Caster,Luxembourg,32,66.0
1406,ArcelorMittal SA,Coking Plant,Poland,59,66.0
1407,Marcegaglia SpA,Tandem Mill,Italy,0,66.0
1408,ThyssenKrupp AG,Vacuum Degassing Plant,Germany,56,66.0
1409,Stahl + Walzwerk Marienhütte,Light Section And Bar Mill,Austria,0,66.0
1410,ArcelorMittal SA,Ladle Furnace,Belgium,17,66.0
1411,Sidenor Spain,AC-Electric Arc Furnace,Spain,60,66.0
1412,Marcegaglia SpA,Reversing Cold Rolling Mill,Italy,19,65.9
1413,Aperam,Ladle Furnace,Belgium,21,65.9
1414,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,19,65.9
1415,Acciaieria Arvedi SpA,Organic Coating Line,Italy,12,65.8
1416,ArcelorMittal SA,AC-Electric Arc Furnace,Poland,0,65.7
1417,Huta Batory Sp.z O.o.,AC-Electric Arc Furnace,Poland,0,65.7
1418,Saint-Gobain PAM,Coking Plant,France,46,65.7
1419,ArcelorMittal SA,AC-Electric Arc Furnace,Poland,0,65.7
1420,Celsa Group,AC-Electric Arc Furnace,Poland,0,65.7
1421,ArcelorMittal SA,AC-Electric Arc Furnace,Poland,0,65.7
1422,ThyssenKrupp AG,Blast Furnace,Germany,64,65.7
1423,Cognor S.A.,AC-Electric Arc Furnace,Poland,0,65.7
1424,Bluescope Steel,Organic Coating Line,Australia,44,65.7
1425,Weglokoks S.A.,AC-Electric Arc Furnace,Poland,0,65.7
1426,Marcegaglia SpA,Organic Coating Line,Italy,25,65.6
1427,ArcelorMittal SA,Ladle Furnace,Belgium,13,65.6
1428,WW-K Warmwalzwerk Königswinter,Plate Mill,Germany,70,65.6
1429,Hellenic Steel SA,Batch Annealing Plant,Greece,0,65.6
1430,ArcelorMittal SA,Light Section And Bar Mill,Poland,62,65.5
1431,ArcelorMittal SA,Continuous Bloom Caster,Spain,41,65.5
1432,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Continuous Slab Caster,Germany,59,65.4
1433,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Continuous Slab Caster,Germany,59,65.4
1434,C.D. Wälzholz GmbH,Pickling Line,Germany,0,65.3
1435,Acciaieria Arvedi SpA,Hot Dip Metal Coating Line,Italy,15,65.3
1436,Acciaieria Arvedi SpA,Hot Dip Metal Coating Line,Italy,15,65.3
1437,HUEHOCO Group,Pickling Line,Germany,0,65.3
1438,C.D. Wälzholz GmbH,Pickling Line,Germany,0,65.3
1439,Marcegaglia SpA,Hot Dip Metal Coating Line,Italy,15,65.3
1440,Aubert & Duval,AC-Electric Arc Furnace,France,54,65.3
1441,C.D. Wälzholz GmbH,Pickling Line,Germany,0,65.3
1442,Acerinox SA,Pickling Line,Germany,0,65.3
1443,ArcelorMittal SA,Vacuum Degassing Plant,Germany,42,65.2
1444,ArcelorMittal SA,Hot Strip Mill,Poland,19,65.2
1445,Bluescope Steel,Coking Plant,Australia,60,65.2
1446,ArcelorMittal SA,BOF Shop,Spain,0,65.2
1447,ArcelorMittal SA,BOF Shop,Spain,0,65.2
1448,Salzgitter,Blast Furnace,Germany,39,65.2
1449,Outokumpu Oyj,Steel Remelting Furnace,Sweden,0,65.1
1450,ArcelorMittal SA,Continuous Slab Caster,Poland,30,65.1
1451,Sidenor Spain,Steel Remelting Furnace,Spain,52,64.9
1452,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Continuous Slab Caster,Germany,26,64.9
1453,Bluescope Steel,Coking Plant,Australia,54,64.8
1454,ArcelorMittal SA,Batch Annealing Plant,Belgium,37,64.8
1455,SHS Stahl Holding Saar,Sintering Plant,Germany,65,64.7
1456,Gonvarri Industrial SA,Electrolytic Metal Coating Lin,Spain,30,64.6
1457,ArcelorMittal SA,Continuous Slab Caster,Belgium,48,64.4
1458,Nedstaal B.v.,AC-Electric Arc Furnace,Netherlands,69,64.4
1459,Alleima,Hot Strip Mill,Sweden,20,64.4
1460,Cokes De Carling Sas,Coking Plant,France,64,64.3
1461,HUEHOCO Group,Electrolytic Metal Coating Lin,Germany,30,64.3
1462,Liberty Steel Group,Continuous Annealing Line,Belgium,55,64.2
1463,Reinforcing Steel Europe B.V.,Ladle Furnace,Netherlands,2,64.2
1464,Halyvourgiki SA,Pickling Line,Greece,58,63.9
1465,DK Recycling & Roheisen,Blast Furnace,Germany,50,63.9
1466,Hellenic Steel SA,Pickling Line,Greece,58,63.9
1467,Salzgitter,Plate Mill,Germany,45,63.8
1468,Bluescope Steel,Batch Annealing Plant,Australia,69,63.7
1469,Arania SA,Batch Annealing Plant,Spain,25,63.6
1470,Duferco Group,Continuous Slab Caster,Belgium,40,63.5
1471,ArcelorMittal SA,Tandem Mill,Belgium,60,63.5
1472,Tata Steel,Pickling Line,Norway,0,63.5
1473,SHS Stahl Holding Saar,Heavy Section Mill,France,63,63.4
1474,Swiss Steel AG,Ladle Furnace,Germany,12,63.4
1475,Marcegaglia SpA,Continuous Slab Caster,United Kingdom,48,63.3
1476,Sahaviriya Steel Industries PLC,Continuous Slab Caster,United Kingdom,48,63.3
1477,ArcelorMittal SA,Electrolytic Metal Coating Lin,Belgium,51,63.3
1478,Nedstaal B.v.,Billet-heavy Bar Mill,Netherlands,0,63.3
1479,ArcelorMittal SA,Heavy Section Mill,Poland,0,63.2
1480,Marcegaglia SpA,Pickling Line,Italy,0,63.2
1481,Bluescope Steel,Organic Coating Line,Australia,33,63.1
1482,Tata Steel,Hot Strip Mill,Netherlands,26,63.1
1483,Voestalpine AG,Blooming And Slabbing Mill,Germany,45,63.1
1484,SSAB,Vacuum Degassing Plant,Sweden,19,62.9
1485,ArcelorMittal SA,Continuous Slab Caster,France,51,62.9
1486,SSAB,Coking Plant,Sweden,74,62.8
1487,Aperam,Pickling Line,Belgium,42,62.8
1488,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Ladle Furnace,Germany,7,62.8
1489,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Ladle Furnace,Germany,7,62.8
1490,Swiss Steel AG,Vacuum Degassing Plant,Germany,12,62.8
1491,Nippon Steel,BOF Shop,Slovakia,0,62.7
1492,Nippon Steel,BOF Shop,Slovakia,0,62.7
1493,ArcelorMittal SA,Wire Rod Mill In Bar Mill,France,59,62.7
1494,SHS Stahl Holding Saar,Continuous Slab Caster,Germany,58,62.7
1495,Speciality Steels UK,Tandem Mill,United Kingdom,66,62.6
1496,Aperam,Temper-  Skin Pass Mill (CR),Belgium,57,62.6
1497,Stalprodukt SA,Batch Annealing Plant,Poland,19,62.5
1498,Vacuumschmelze GmbH,Induction Melt Furnace,Germany,34,62.5
1499,Scana Steel Björneborg Ab,AC-Electric Arc Furnace,Sweden,54,62.5
1500,Acciaierie D'Italia,Coking Plant,Italy,26,62.5
1501,BGH Edelstahlwerke,Blooming And Slabbing Mill,Germany,46,62.5
1502,Stegra,Thin-Slab Caster,Sweden,0,62.4
1503,Acciaieria Arvedi SpA,Organic Coating Line,Italy,4,62.4
1504,SSAB,Thin-Slab Caster,Sweden,0,62.4
1505,Italiana Coke,Coking Plant,Italy,66,62.1
1506,Tata Steel,Hot Dip Metal Coating Line,United Kingdom,36,62.1
1507,Nippon Steel,Organic Coating Line,Slovakia,28,62.0
1508,JSW Koks SA,Coking Plant,Poland,58,62.0
1509,SHS Stahl Holding Saar,Blast Furnace,Germany,61,61.9
1510,Duferco Travi E Profilati,Continuous Bloom Caster,Italy,45,61.9
1511,Speciality Steels UK,Reversing Cold Rolling Mill,United Kingdom,70,61.8
1512,Liberty Steel Group,Steel Remelting Furnace,Australia,47,61.8
1513,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,38,61.7
1514,Tata Steel,Ladle Furnace,Netherlands,27,61.6
1515,Salzgitter,Continuous Bloom Caster,Germany,25,61.5
1516,Tata Steel,Organic Coating Line,United Kingdom,50,61.4
1517,ArcelorMittal SA,Heavy Section Mill,Luxembourg,0,61.4
1518,Scana Steel Björneborg Ab,Ladle Furnace,Sweden,30,61.3
1519,Liberty Steel Group,Hot Dip Metal Coating Line,Italy,27,61.3
1520,Breitenfeld Edelstahl,Continuous Billet Caster,Austria,50,61.3
1521,Beltrame Group,DC-Electric Arc Furnace,France,41,61.3
1522,Zeleziarne Podbrezova A.S.,Ladle Furnace,Slovakia,33,61.3
1523,Weglokoks S.A.,Plate Mill,Poland,53,61.3
1524,BGH Edelstahlwerke,Steel Remelting Furnace,Germany,60,61.3
1525,Aperam,Vacuum Degassing Plant,Belgium,38,61.2
1526,ArcelorMittal SA,Blooming And Slabbing Mill,Poland,49,61.2
1527,Cokes De Carling Sas,Coking Plant,France,50,61.1
1528,ArcelorMittal SA,Reversing Cold Rolling Mill,Czech Republic,40,61.0
1529,ArcelorMittal SA,Reversing Cold Rolling Mill,Czech Republic,40,61.0
1530,Salzgitter,Continuous Slab Caster,Germany,53,61.0
1531,ArcelorMittal SA,Continuous Slab Caster,Germany,53,61.0
1532,Marcegaglia SpA,Continuous Slab Caster,France,0,61.0
1533,Beltrame Group,Ladle Furnace,France,37,60.9
1534,Kremikovtzi,Temper-  Skin Pass Mill (CR),Bulgaria,48,60.9
1535,Salzgitter,Sintering Plant,Germany,63,60.8
1536,Trinecke Zelezarny,Vacuum Degassing Plant,Czech Republic,19,60.8
1537,ThyssenKrupp AG,Blast Furnace,Germany,67,60.8
1538,ArcelorMittal SA,Blast Furnace,Poland,40,60.7
1539,ArcelorMittal SA,Coking Plant,Poland,27,60.7
1540,Tata Steel,Batch Annealing Plant,United Kingdom,75,60.7
1541,Weglokoks S.A.,Continuous Slab Caster,Poland,32,60.5
1542,Jindal Steel Limited,Vacuum Degassing Plant,Czech Republic,33,60.5
1543,Greybull,AC-Electric Arc Furnace,France,48,60.4
1544,ArcelorMittal SA,Organic Coating Line,Spain,53,60.4
1545,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,47,60.4
1546,Nippon Steel,Billet-heavy Bar Mill,Finland,0,60.3
1547,Dörrenberg Edelstahl,Vacuum Degassing Plant,Germany,40,60.2
1548,ArcelorMittal SA,Continuous Bloom Caster,France,42,60.2
1549,Acerinox SA,Induction Melt Furnace,Germany,9,60.2
1550,Aperam,Continuous Bloom Caster,France,48,60.2
1551,ThyssenKrupp AG,Ladle Furnace,Germany,8,60.2
1552,Swiss Steel AG,Vacuum Degassing Plant,Germany,40,60.2
1553,ArcelorMittal SA,Vacuum Degassing Plant,Germany,40,60.2
1554,Georgsmarienhuette Holding,Vacuum Degassing Plant,Germany,40,60.2
1555,ArcelorMittal SA,Ladle Furnace,Spain,37,60.1
1556,ArcelorMittal SA,Electrolytic Metal Coating Lin,Spain,22,60.1
1557,ArcelorMittal SA,Blast Furnace,France,63,60.0
1558,Aperam,Special Converter Processes,Belgium,0,60.0
1559,Aperam,Special Converter Processes,Belgium,0,60.0
1560,FNsteel,Wire Rod Mill In Bar Mill,Finland,52,59.9
1561,SPV NH Ostrava,Vacuum Degassing Plant,Czech Republic,13,59.9
1562,Acciaierie D'Italia,Electrolytic Metal Coating Lin,Italy,69,59.9
1563,ArcelorMittal SA,Hot Dip Metal Coating Line,Spain,27,59.9
1564,ArcelorMittal SA,Ladle Furnace,Germany,34,59.8
1565,Acerinox SA,Ladle Furnace,Germany,34,59.8
1566,Tata Steel,Hot Dip Metal Coating Line,United Kingdom,47,59.7
1567,ArcelorMittal SA,Ladle Furnace,Luxembourg,29,59.6
1568,ArcelorMittal SA,Continuous Bloom Caster,Luxembourg,30,59.6
1569,Liberty Steel Group,Direct or Smelting Reduction P,France,0,59.5
1570,GravitHy,Direct or Smelting Reduction P,France,0,59.5
1571,ArcelorMittal SA,Direct or Smelting Reduction P,France,0,59.5
1572,Acerinox SA,Steel Remelting Furnace,Germany,25,59.5
1573,ArcelorMittal SA,Wire Rod Mill,Spain,48,59.5
1574,Hellenic Halyvourgia SA,DC-Electric Arc Furnace,Greece,24,59.5
1575,Beltrame Group,Light Section And Bar Mill,France,24,59.5
1576,Aperam,AC-Electric Arc Furnace,France,44,59.4
1577,Tata Steel,Pelletizing Plant,Netherlands,56,59.4
1578,Kremikovtzi,Continuous Slab Caster,Bulgaria,21,59.4
1579,ArcelorMittal SA,Ladle Furnace,Poland,28,59.3
1580,LKAB,Pelletizing Plant,Sweden,32,59.3
1581,SHS Stahl Holding Saar,Vacuum Degassing Plant,Germany,41,59.3
1582,Tata Steel,Hot Dip Metal Coating Line,United Kingdom,40,59.2
1583,ArcelorMittal SA,Vacuum Degassing Plant,Poland,31,59.2
1584,Weglokoks S.A.,Vacuum Degassing Plant,Poland,31,59.2
1585,Bluescope Steel,Continuous Billet Caster,New Zealand,47,59.2
1586,Rohr- und Kaltwalzwerk Chemnitz,Reversing Cold Rolling Mill,Germany,0,59.1
1587,Bilstein Group,Reversing Cold Rolling Mill,Germany,0,59.1
1588,ArcelorMittal SA,Continuous Bloom Caster,France,47,59.1
1589,C.D. Wälzholz GmbH,Reversing Cold Rolling Mill,Germany,0,59.1
1590,Bilstein Group,Reversing Cold Rolling Mill,Germany,0,59.1
1591,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,32,59.1
1592,ArcelorMittal SA,Organic Coating Line,Belgium,43,59.1
1593,Tenaris S.A.,Continuous Bloom Caster,Italy,33,59.0
1594,Bekaert-zdb,Wire Rod Mill,Czech Republic,27,59.0
1595,ArcelorMittal SA,Ladle Furnace,Germany,2,59.0
