PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Flat Products,Steckel Plate Mill (FR),16148.0,Steckel Mill 2.250 mm,Steckel Mill [Plate/SteckelMills],"#",Sweden,1991-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,Outokumpu Stainless AB,Steckel Plate Mill (FR),Outokumpu Stainless AB - Avesta,1000000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),14686.0,Twin Stand Steckel Mill & TSP,Steckel Mill [Plate/SteckelMills],"#",Czech Republic,1999-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Carina Gesierich,Liberty Ostrava a.s.,Steckel Plate Mill (FR),Liberty Ostrava a.s.,1000000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18355.0,01,Hot Strip Mill [Conventional HSM],"#",Netherlands,2000-04-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Stephan Melsheimer,Tata Steel IJmuiden B.V.,Hot Strip Mill (FR),TATA STEEL NEDERLAND BV,4800000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),14425.0,Conventional Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Germany,1997-01-01 00:00:00,In Operation,2022-12-09 00:00:00,on site,Johannes Schuchardt,ArcelorMittal Eisenhüttenstadt GmbH,Hot Strip Mill (FR),ArcelorMittal Eisenhüttenstadt GmbH,1500000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17497.0,Finishing Mill (HSM),Hot Strip Mill [Conventional HSM],"#",Belgium,1967-12-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Gent,Hot Strip Mill (FR),ArcelorMittal Gent,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),15374.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Germany,1963-01-01 00:00:00,In Operation,2022-12-09 00:00:00,Internet,Johannes Schuchardt,Salzgitter Flachstahl GmbH,Hot Strip Mill (FR),Salzgitter Flachstahl GmbH,3500000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17641.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Spain,1972-01-01 00:00:00,In Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Asturias,Hot Strip Mill (FR),ArcelorMittal Asturias,3800000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),14630.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Sweden,1960-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB,Hot Strip Mill (FR),SSAB Europe AB - Borlänge,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18385.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Netherlands,1969-01-01 00:00:00,In Operation,2022-12-09 00:00:00,on site,Johannes Schuchardt,Tata Steel IJmuiden B.V.,Hot Strip Mill (FR),TATA STEEL NEDERLAND BV,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17813.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Germany,1955-01-01 00:00:00,In Operation,2022-12-06 00:00:00,Internet,Johannes Schuchardt,thyssenkrupp Hohenlimburg GmbH,Hot Strip Mill (FR),thyssenkrupp Hohenlimburg GmbH,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),14538.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Finland,1972-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB Europe Oy,Hot Strip Mill (FR),SSAB Europe Oy - Raahe,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),10530.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Spain,1996-01-01 00:00:00,In Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Sestao S.L.U,Hot Strip Mill (FR),ArcelorMittal Sestao S.L.U,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18880.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Belgium,1984-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,Aperam,Hot Strip Mill (FR),Aperam Belgium S.A. - Charleroi,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),10839.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],S-DE-BREME,Germany,1973-01-01 00:00:00,In Operation,2022-12-09 00:00:00,on site,Johannes Schuchardt,ArcelorMittal Bremen GmbH,Hot Strip Mill (FR),ArcelorMittal Bremen,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),21711.0,Hot Strip Mill,Hot Strip Mill HSM,"#",Italy,"#",In Operation,2025-03-05 00:00:00,on site,William Tami,Acciai Speciali Terni spa,Hot Strip Mill (FR),Acciai Speciali Terni S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),20831.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",France,1973-06-01 00:00:00,In Operation,2021-10-29 00:00:00,on site,Johannes Schuchardt,ArcelorMittal Méditerranée S.A.S - Fos-sur-Mer,Hot Strip Mill (FR),ArcelorMittal MEDITERANNEE FOS-SUR-MER,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),21294.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Finland,1972-01-01 00:00:00,In Operation,2022-09-08 00:00:00,on site,Johannes Schuchardt,SSAB Europe Oy,Hot Strip Mill (FR),SSAB Europe Oy - Raahe,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),21331.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Slovakia,1965-01-01 00:00:00,In Operation,2022-11-15 00:00:00,on site,Johannes Schuchardt,"U.S. Steel Kosice, s.r.o.",Hot Strip Mill (FR),"U.S. Steel Kosice, s.r.o.",3000000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),21502.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Austria,1953-01-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,voestalpine Stahl GmbH,Hot Strip Mill (FR),voestalpine Stahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17507.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Belgium,1967-12-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ArcelorMittal Gent,Hot Strip Mill (FR),ArcelorMittal Gent,5500000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),15975.0,Hot Strip Mill,Hot Strip Mill [Conventional HSM],"#",Germany,1999-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,thyssenkrupp Stainless AG,Hot Strip Mill (FR),thyssenkrupp Stainless AG,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),12528.0,Hot Strip Mill - SHUT DOWNED,Hot Strip Mill [Conventional HSM],"#",Italy,1980-01-01 00:00:00,Not in Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciaierie d'Italia S.p.A. in A.S.,Hot Strip Mill (FR),ArcelorMittal Italia - Taranto,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18598.0,Hot Strip Mill (WBW 1),Hot Strip Mill [Conventional HSM],"#",Germany,1998-01-01 00:00:00,In Operation,2022-12-09 00:00:00,on site,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Hot Strip Mill (FR),thyssenkrupp Steel Europe AG,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18600.0,Hot Strip Mill (WBW 2),Hot Strip Mill [Conventional HSM],"#",Germany,1984-01-01 00:00:00,In Operation,2022-12-09 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Hot Strip Mill (FR),thyssenkrupp Steel Europe AG - Duisburg-Beeckerwerth,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17251.0,HSM,Hot Strip Mill [Conventional HSM],"#",Belgium,1965-01-01 00:00:00,In Operation,2022-01-03 00:00:00,Internet,Heiko Reichel,NLMK La Louvière S.A.,Hot Strip Mill (FR),NLMK La Louvière S.A.,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),20768.0,HSM 01 (scrapped),Hot Strip Mill [Conventional HSM],S-PL-KRAKA,Poland,1956-12-31 00:00:00,Scrapped,2018-02-09 00:00:00,by phone,Carina Gesierich,ArcelorMittal Poland S.A.,Hot Strip Mill (FR),ArcelorMittal Poland S.A.,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),21411.0,HSM 2,Hot Strip Mill [Conventional HSM],"#",Netherlands,2000-01-01 00:00:00,In Operation,2022-12-09 00:00:00,Internet,Johannes Schuchardt,Tata Steel IJmuiden B.V.,Hot Strip Mill (FR),Tata Steel IJmuiden BV,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),19725.0,HSM 3,Hot Strip Mill [Conventional HSM],S-PL-KRAKA,Poland,2007-06-28 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ArcelorMittal Poland S.A.,Hot Strip Mill (FR),ArcelorMittal Poland S.A.,3300000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),18570.0,HSM 3,Hot Strip Mill [Conventional HSM],"#",Germany,1966-01-01 00:00:00,In Operation,2022-12-09 00:00:00,by phone,Armin Blach,ThyssenKrupp Steel Europe AG,Hot Strip Mill (FR),thyssenkrupp Steel Europe AG - Bochum,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17495.0,Roughing Stand 2,Hot Strip Mill [Conventional HSM],"#",Belgium,1967-12-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Gent,Hot Strip Mill (FR),ArcelorMittal Gent,4950000.0,,Europe,,,,,,,,
Flat Products,Hot Strip Mill (FR),17494.0,Roughing Stand 3,Hot Strip Mill [Conventional HSM],"#",Belgium,1967-12-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Gent,Hot Strip Mill (FR),ArcelorMittal Gent,0.0,,Europe,,,,,,,,
Flat Products,Hot Skin Pass Mill (FR),13664.0,Hot strip Skin Pass Mills for steel,Hot Skin Pass Mill,"#",Poland,2014-12-31 00:00:00,In Operation,2020-04-23 00:00:00,Internet,Johannes Schuchardt,Van Heyghen Stal Polska Sp. z o.o.,Hot Skin Pass Mill (FR),Van Heyghen Stal Polska Sp. z o.o.,0.0,,Europe,,,,,,,,
Flat Products,Hot Skin Pass Mill (FR),18613.0,Inline Skin Pass Mill (4-high),Inline Hot Skin Pass Mill coat.,"#",Germany,2006-12-31 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Hot Skin Pass Mill (FR),thyssenkrupp Steel Europe AG - Dortmund-Westfalenhütte,780000.0,,Europe,,,,,,,,
Flat Products,Hot Skin Pass Mill (FR),11978.0,Inline Skin Pass Mill 4-High,Inline Hot Skin Pass Mill coat.,"#",Slovakia,2005-12-31 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,"U.S. Steel Kosice, s.r.o.",Hot Skin Pass Mill (FR),"U.S. Steel Kosice, s.r.o.",410000.0,,Europe,,,,,,,,
Flat Products,Hot Skin Pass Mill (FR),15254.0,Inline Skin Pass Mills 4-High ISPM in HD,Inline Hot Skin Pass Mill coat.,"#",Germany,2019-12-31 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Judith Melcher,Salzgitter Flachstahl GmbH,Hot Skin Pass Mill (FR),Salzgitter Flachstahl GmbH,500000.0,,Europe,,,,,,,,
Flat Products,Steckel Mill (FR),21642.0,Steckel Mill,Steckel Mill,"#",Spain,1985-01-01 00:00:00,In Operation,2023-07-17 00:00:00,by phone,Johannes Schuchardt,Acerinox Europa S.A.U. - Palmones-Los Barrios,Steckel Mill (FR),"ACERINOX EUROPA, S.A.U.",0.0,,Europe,,,,,,,,
Flat Products,Heat Treatment Line (FR),20200.0,Heat Treatment Line,Heat Treatment Line,S-AT-RANSH,Austria,2007-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,AMAG rolling GmbH,Heat Treatment Line (FR),AMAG rolling GmbH,0.0,,Europe,,,,,,,,
Flat Products,Heat Treatment Line (FR),13208.0,Heat Treatment Line (Furnace),Heat Treatment Line,S-DE-GREVE,Germany,2008-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,Speira GmbH,Heat Treatment Line (FR),Speira GmbH,0.0,,Europe,,,,,,,,
Flat Products,Heat Treatment Line (FR),12496.0,Heat-Treatment & Processing Line (Proces,Heat Treatment Line,"#",Belgium,2001-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,Aluminum Duffel BV,Heat Treatment Line (FR),Aleris Aluminum Duffel BVBA,0.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),21241.0,CLECIM PLTCM,Pickling Line Tandem Cold Mill,"#",Germany,"#",In Operation,2022-07-22 00:00:00,on site,Ronald Genßler,ArcelorMittal Eisenhüttenstadt GmbH,Pickling Line/Tandem Cold Mill (FR),ArcelorMittal Eisenhüttenstadt GmbH,0.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),18357.0,CM21,PL: coupled Tandem Mill,"#",Netherlands,2016-06-30 00:00:00,In Operation,2016-06-04 00:00:00,on site,Dusko Lukic,Tata Steel IJmuiden B.V.,Pickling Line/Tandem Cold Mill (FR),Tata Steel IJmuiden BV,0.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),12624.0,ILVA Cor CPL,Pickling Line Tandem Cold Mill,"#",Italy,1989-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciaierie d'Italia S.p.A. in A.S.,Pickling Line/Tandem Cold Mill (FR),ArcelorMittal Italia - Taranto,0.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),18384.0,New Conti-Entry coupled to existing 5 st,PL: coupled Tandem Mill,"#",Netherlands,2018-12-31 00:00:00,In Operation,2020-04-23 00:00:00,Internet,Miriam Büdenbender,Tata Steel IJmuiden B.V.,Pickling Line/Tandem Cold Mill (FR),TATA STEEL NEDERLAND BV,1900000.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),12525.0,New turbulence pickling line coupled to,Pickling Line Tandem Cold Mill,"#",Italy,2007-12-31 00:00:00,Order Placed,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciaierie d'Italia S.p.A. in A.S.,Pickling Line/Tandem Cold Mill (FR),ArcelorMittal Italia - Genova,1400000.0,,Europe,,,,,,,,
Flat Products,Pickling Line/Tandem Cold Mill (FR),19634.0,Tandem cold rolling mill,PL: coupled Tandem Mill,"#",Germany,2018-05-21 00:00:00,In Operation,2018-05-21 00:00:00,by phone,Johannes Schuchardt,ZZ MS CRM Import Account,Pickling Line/Tandem Cold Mill (FR),ZZ MS CRM Import Account,1200000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,10069.0,"CDW PPPL #1",Push-Pull Pickling Line for Carbon Steel,"#",Germany,2010-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,C. D. Wälzholz GmbH,PPL,C. D. Wälzholz GmbH,0.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,10070.0,"CDW PPPL #2",Push-Pull Pickling Line for Carbon Steel,"#",Germany,2006-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,C. D. Wälzholz GmbH,PPL,C. D. Wälzholz GmbH,0.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,19930.0,CONTI. HORIZONT.,Push-Pull Pickling Line for Carbon Steel,"#",Germany,2003-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,17811.0,HOT+COLD A&PL,Push-Pull Pickling Line for Carbon Steel,"#",Italy,2008-03-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Marcegaglia Ravenna SpA,PPL,Marcegaglia Ravenna SpA,500000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,18062.0,Picking Line,Push-Pull Pickling Line for Carbon Steel,"#",France,1973-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ArcelorMittal Atlantique & Lorraine S.A.S.,PPL,ArcelorMittal Atlantique & Lorraine S.A.S. - Mardyck,300000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20171.0,Pickle Line,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1982-01-01 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,120000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,15245.0,Push Pull Pickling Line for Carbon Steel,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1992-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,Salzgitter Flachstahl GmbH,PPL,Salzgitter Flachstahl GmbH,480000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20166.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1997-01-01 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,350000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,14631.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Sweden,1994-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB,PPL,SSAB Europe AB - Borlänge,150000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,17771.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1996-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,thyssenkrupp Hohenlimburg GmbH,PPL,thyssenkrupp Hohenlimburg GmbH,300000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,18568.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,2001-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,PPL,thyssenkrupp Steel Europe AG - Bochum,960000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20524.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1985-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,96000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,14344.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,2001-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ArcelorMittal Eisenhüttenstadt GmbH,PPL,ArcelorMittal Eisenhüttenstadt GmbH,460000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,19736.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1998-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,Arvedi Tubi Acciaio S.p.A.,PPL,ZZ MS CRM Import Account,480000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,19753.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1997-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,315000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,19756.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1994-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,17816.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Italy,2004-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Marcegaglia Ravenna SpA,PPL,Marcegaglia Ravenna SpA,600000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20231.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,2003-09-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roland Will,Gazi Metal Mamülleri Sanayi ve Ticaret A.S.,PPL,ZZ MS CRM Import Account,300000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,19737.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1999-01-01 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Marissa McMurray,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,300000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20110.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1992-01-01 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Marissa McMurray,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,540000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20220.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,2000-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roland Will,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,200000.0,,Europe,,,,,,,,
Flat Products,Push-Pull Pickling Line,20708.0,Push-Pull Pickler,Push-Pull Pickling Line for Carbon Steel,"#",Germany,1997-01-01 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Marissa McMurray,ZZ MS CRM Import Account,PPL,ZZ MS CRM Import Account,600000.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),20674.0,00,Reversing Cold Mill [RCM/SPM],"#",Germany,2006-12-18 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Reversing Cold Mill (FR),ZZ MS CRM Import Account,272100.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10457.0,E&A for RCM Bilstein Hohenlimburg,Reversing Cold Mill [RCM/SPM],"#",Germany,2017-12-31 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Susanne Hentschel,Bilstein GmbH & Co. KG,Reversing Cold Mill (FR),Bilstein GmbH & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10838.0,Finishing cold mill - Sönnitz,Reversing Cold Mill [RCM/SPM],"#",France,"#",In Operation,2018-05-30 00:00:00,on site,Johannes Schuchardt,Le Bronze Alloys Suippes,Reversing Cold Mill (FR),Lebronze Alloys - Bornel,0.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10822.0,Intermediary cold rolling mill - Fröhlin,Reversing Cold Mill [RCM/SPM],"#",France,"#",In Operation,2018-05-30 00:00:00,on site,Technical User MS CRM,Le Bronze Alloys Suippes,Reversing Cold Mill (FR),Lebronze Alloys - Bornel,0.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10454.0,RCM,Reversing Cold Mill [RCM/SPM],"#",Germany,2019-08-25 00:00:00,Order Placed,2018-01-01 00:00:00,Internet,Johannes Schuchardt,Bilstein GmbH & Co. KG,Reversing Cold Mill (FR),Bilstein GmbH & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),14555.0,Reversing Cold Rolling Mill (6-High),Reversing Cold Mill [RCM/SPM],"#",Italy,1999-12-31 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roberto Miccoli,HME Brass Italy S.p.A.,Reversing Cold Mill (FR),KME Italy S.p.A. - Fornaci di Barga,150000.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10333.0,Reversing Cold Rolling Mill (6-High) wit,Reversing Cold Mill [RCM/SPM],"#",Italy,1991-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciai Speciali Terni spa,Reversing Cold Mill (FR),Acciai Speciali Terni S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Reversing Cold Mill (FR),10837.0,Rough cold rolling mill - Brunne,Reversing Cold Mill [RCM/SPM],"#",France,"#",In Operation,2018-05-30 00:00:00,on site,Johannes Schuchardt,Le Bronze Alloys Suippes,Reversing Cold Mill (FR),Lebronze Alloys - Bornel,0.0,,Europe,,,,,,,,
Flat Products,Reversing 20-High Mill Mono Block (FR),19912.0,"Acerinox 20-high Mill MB 22B-54""",20-High Reversing Cold Mill,"#",Germany,2017-10-23 00:00:00,Planned,2018-01-01 00:00:00,Internet,Ulrich Baum,ZZ MS CRM Import Account,Reversing 20-High Mill Mono Block (FR),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Reversing 20-High Mill Mono Block (FR),10360.0,Reversing 20-High Cold Mill,20-High Reversing Cold Mill,"#",Italy,2008-12-31 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciai Speciali Terni spa,Reversing 20-High Mill Mono Block (FR),Acciai Speciali Terni S.p.A.,156000.0,,Europe,,,,,,,,
Flat Products,Reversing 20-High Mill Mono Block (FR),10334.0,Reversing 20-High Cold Mill,20-High Reversing Cold Mill,"#",Italy,2005-12-31 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,Acciai Speciali Terni spa,Reversing 20-High Mill Mono Block (FR),Acciai Speciali Terni S.p.A.,80000.0,,Europe,,,,,,,,
