SourcePath,SourceName,Extension,RelativePath,Target,SizeBytes,ModifiedAt,IndexedAt
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\1_Anfragetemplate\TST\1_old\2021 05 06_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,2021 05 06_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/1_Anfragetemplate/TST/1_old/2021 05 06_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,06_Allgemeine Informationen,24615,2021-05-10T12:21:46.266222+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\1_Anfragetemplate\TST\1_old\2021 05 10_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,2021 05 10_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/1_Anfragetemplate/TST/1_old/2021 05 10_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,06_Allgemeine Informationen,24615,2021-05-10T12:21:46.266222+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\1_Anfragetemplate\TST\2021 05 11_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,2021 05 11_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/1_Anfragetemplate/TST/2021 05 11_GeniusCM_Handshake_Anfrage zu SAP Angebot_template.xlsx,06_Allgemeine Informationen,24671,2021-05-11T07:45:06.143979+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\130419_ Service_Contract X_years_Template.pdf,130419_ Service_Contract X_years_Template.pdf,.pdf,06_Allgemeine Informationen/1 Angebote/EA_Templates/130419_ Service_Contract X_years_Template.pdf,06_Allgemeine Informationen,174167,2013-04-19T11:55:20.211346+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\20121212_Abnahmeprottokoll_70000339.docx,20121212_Abnahmeprottokoll_70000339.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/20121212_Abnahmeprottokoll_70000339.docx,06_Allgemeine Informationen,34245,2012-12-12T09:29:38.750863+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Abnahmeprotokoll_Inland.docx,Abnahmeprotokoll_Inland.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/Abnahmeprotokoll_Inland.docx,06_Allgemeine Informationen,36147,2013-04-25T06:44:19.678195+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Abnahmeprotokoll_Inland.pdf,Abnahmeprotokoll_Inland.pdf,.pdf,06_Allgemeine Informationen/1 Angebote/EA_Templates/Abnahmeprotokoll_Inland.pdf,06_Allgemeine Informationen,17387,2013-04-25T06:44:18.094555+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Entry Certificate.docx,Entry Certificate.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/Entry Certificate.docx,06_Allgemeine Informationen,17668,2012-02-14T14:35:36.458302+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Ergänzende Softwarebedingungen für das Anlagen.docx,Ergänzende Softwarebedingungen für das Anlagen.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/Ergänzende Softwarebedingungen für das Anlagen.docx,06_Allgemeine Informationen,67338,2013-06-19T12:37:50.760453+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Gelangensbestätigung.docx,Gelangensbestätigung.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/Gelangensbestätigung.docx,06_Allgemeine Informationen,17612,2012-02-14T14:35:36.637303+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\EA_Templates\Langzeit Servicevertrag  V01 2012 0918.docx,Langzeit Servicevertrag  V01 2012 0918.docx,.docx,06_Allgemeine Informationen/1 Angebote/EA_Templates/Langzeit Servicevertrag  V01 2012 0918.docx,06_Allgemeine Informationen,1476645,2013-01-11T07:28:50.261570+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\Gear Box inspection\Inspektionsstufen_Kurzuebersicht_e.pdf,Inspektionsstufen_Kurzuebersicht_e.pdf,.pdf,06_Allgemeine Informationen/1 Angebote/Gear Box inspection/Inspektionsstufen_Kurzuebersicht_e.pdf,06_Allgemeine Informationen,89257,2009-08-14T05:49:47.550000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Basis Paket über GB alt\Spezifikation\03.02 Scope of supply list.xls,03.02 Scope of supply list.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Basis Paket über GB alt/Spezifikation/03.02 Scope of supply list.xls,06_Allgemeine Informationen,61952,2009-03-24T11:06:05.943000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Basis Paket über GB alt\Vorlagen\Kalkulationsvorgaben rev 1.xls,Kalkulationsvorgaben rev 1.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Basis Paket über GB alt/Vorlagen/Kalkulationsvorgaben rev 1.xls,06_Allgemeine Informationen,56320,2006-12-27T12:07:52.631993+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Basis Paket über GB alt\Vorlagen\Kalkulationsvorgaben.xls,Kalkulationsvorgaben.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Basis Paket über GB alt/Vorlagen/Kalkulationsvorgaben.xls,06_Allgemeine Informationen,56832,2006-12-21T14:22:25.526368+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Basis Paket über GB alt\Vorlagen\Mengenbestimmung IMMS.xls,Mengenbestimmung IMMS.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Basis Paket über GB alt/Vorlagen/Mengenbestimmung IMMS.xls,06_Allgemeine Informationen,38912,2008-01-08T13:09:03.503000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Basis Paket über GB alt\Vorlagen\Mengengerüst.xls,Mengengerüst.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Basis Paket über GB alt/Vorlagen/Mengengerüst.xls,06_Allgemeine Informationen,95232,2007-03-02T06:51:24.400035+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Direktangebot alte Texte\deutsch\02.01 Project time schedule_de.xls,02.01 Project time schedule_de.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Direktangebot alte Texte/deutsch/02.01 Project time schedule_de.xls,06_Allgemeine Informationen,151552,2008-07-18T15:54:54.912320+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Direktangebot alte Texte\deutsch\03.02 Scope of supply list rev_de .xls,03.02 Scope of supply list rev_de .xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Direktangebot alte Texte/deutsch/03.02 Scope of supply list rev_de .xls,06_Allgemeine Informationen,60928,2008-07-18T15:54:49.638145+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Direktangebot alte Texte\englisch\02.01 Project time schedule_E.xls,02.01 Project time schedule_E.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Direktangebot alte Texte/englisch/02.01 Project time schedule_E.xls,06_Allgemeine Informationen,147456,2010-01-27T10:31:40.026000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Direktangebot alte Texte\englisch\03.02 Scope of supply list rev_E.xls,03.02 Scope of supply list rev_E.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Direktangebot alte Texte/englisch/03.02 Scope of supply list rev_E.xls,06_Allgemeine Informationen,59904,2010-01-27T11:04:25.055742+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS Direktangebot alte Texte\russisch\03.02 Scope of supply list_ru.xls,03.02 Scope of supply list_ru.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS Direktangebot alte Texte/russisch/03.02 Scope of supply list_ru.xls,06_Allgemeine Informationen,66048,2008-08-21T16:31:00.770000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\KUNDENNAME Division List IMMS 20000999 neu_DE.xlsx,KUNDENNAME Division List IMMS 20000999 neu_DE.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/KUNDENNAME Division List IMMS 20000999 neu_DE.xlsx,06_Allgemeine Informationen,38878,2012-09-14T12:53:53.666683+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\KUNDENNAME Division List IMMS 20000999 neu_EN.xlsx,KUNDENNAME Division List IMMS 20000999 neu_EN.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/KUNDENNAME Division List IMMS 20000999 neu_EN.xlsx,06_Allgemeine Informationen,37278,2012-10-02T12:53:02.008657+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\STANDARD_ IMMS Time schedule BASIS_EN.xls,STANDARD_ IMMS Time schedule BASIS_EN.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/STANDARD_ IMMS Time schedule BASIS_EN.xls,06_Allgemeine Informationen,140288,2012-11-26T14:42:23.986000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\STANDARD_ IMMS Time schedule BASIS_EN_revWilk.xls,STANDARD_ IMMS Time schedule BASIS_EN_revWilk.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/STANDARD_ IMMS Time schedule BASIS_EN_revWilk.xls,06_Allgemeine Informationen,140288,2012-12-05T13:49:09.162000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\STANDARD_Division List IMMS BASIS_EN_revWilk.xlsx,STANDARD_Division List IMMS BASIS_EN_revWilk.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/STANDARD_Division List IMMS BASIS_EN_revWilk.xlsx,06_Allgemeine Informationen,38160,2012-12-05T13:45:56.616533+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Alte Versionen\IMMS alte Texte Nov. 2012\alt\STANDARD_IMMS Division List BASIS_EN.xlsx,STANDARD_IMMS Division List BASIS_EN.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Alte Versionen/IMMS alte Texte Nov. 2012/alt/STANDARD_IMMS Division List BASIS_EN.xlsx,06_Allgemeine Informationen,37026,2012-11-26T14:41:55.598528+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\IMMS Standardtexte_DE\Technisch\IMMS_STANDARD_Division List_DE.xlsx,IMMS_STANDARD_Division List_DE.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/IMMS Standardtexte_DE/Technisch/IMMS_STANDARD_Division List_DE.xlsx,06_Allgemeine Informationen,72933,2014-11-24T12:23:31.173613+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\IMMS Standardtexte_DE\Technisch\IMMS_Time schedule_EN sample.xls,IMMS_Time schedule_EN sample.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/IMMS Standardtexte_DE/Technisch/IMMS_Time schedule_EN sample.xls,06_Allgemeine Informationen,152064,2014-11-24T12:24:30.190000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\IMMS Standardtexte_EN\Technisch\IMMS_STANDARD_Division List_EN.xlsx,IMMS_STANDARD_Division List_EN.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/IMMS Standardtexte_EN/Technisch/IMMS_STANDARD_Division List_EN.xlsx,06_Allgemeine Informationen,36958,2013-05-07T14:03:55.445729+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\IMMS Standardtexte_EN\Technisch\IMMS_Time schedule_EN sample.xls,IMMS_Time schedule_EN sample.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/IMMS Standardtexte_EN/Technisch/IMMS_Time schedule_EN sample.xls,06_Allgemeine Informationen,142336,2014-10-16T07:24:25.623000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\1000XXXX_IMMS Kalkulation Personal_STANDARD 4 x SAF 1 von 2.xls,1000XXXX_IMMS Kalkulation Personal_STANDARD 4 x SAF 1 von 2.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/1000XXXX_IMMS Kalkulation Personal_STANDARD 4 x SAF 1 von 2.xls,06_Allgemeine Informationen,67584,2013-07-15T08:33:02.807884+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\1000XXXX_IMMS Kalkulation_Maximo STANDARD CSP 2 von 2.xls,1000XXXX_IMMS Kalkulation_Maximo STANDARD CSP 2 von 2.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/1000XXXX_IMMS Kalkulation_Maximo STANDARD CSP 2 von 2.xls,06_Allgemeine Informationen,38912,2013-07-17T13:12:05.953750+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\130419 Maximo EAM Systems.xls,130419 Maximo EAM Systems.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/130419 Maximo EAM Systems.xls,06_Allgemeine Informationen,43520,2013-04-19T04:24:58.891541+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\140328 Preisliste Müller Software.pdf,140328 Preisliste Müller Software.pdf,.pdf,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/140328 Preisliste Müller Software.pdf,06_Allgemeine Informationen,28695,2014-03-28T09:32:34.476921+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\140328 Preisliste Müller Software.xlsX,140328 Preisliste Müller Software.xlsX,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/140328 Preisliste Müller Software.xlsX,06_Allgemeine Informationen,11744,2014-05-23T06:44:32.235112+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\IMMS Kalkulation_alle Anlagentypen_2013.02claus.xlsx,IMMS Kalkulation_alle Anlagentypen_2013.02claus.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/IMMS Kalkulation_alle Anlagentypen_2013.02claus.xlsx,06_Allgemeine Informationen,27209,2013-02-19T07:47:03.602656+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\Idee neues Kalkulationsblatt\100XXXXX_IMMS Kalkulation Personal 1 von 2.xlsx,100XXXXX_IMMS Kalkulation Personal 1 von 2.xlsx,.xlsx,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/Idee neues Kalkulationsblatt/100XXXXX_IMMS Kalkulation Personal 1 von 2.xlsx,06_Allgemeine Informationen,33225,2014-05-05T12:11:52.592797+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\1) IMMS Kalkulation Mustervorlage\alt\1000XXXX_IMMS Kalkulation Personal_STANDARD CSP 1 von 2.xls,1000XXXX_IMMS Kalkulation Personal_STANDARD CSP 1 von 2.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/1) IMMS Kalkulation Mustervorlage/alt/1000XXXX_IMMS Kalkulation Personal_STANDARD CSP 1 von 2.xls,06_Allgemeine Informationen,61952,2013-07-10T13:57:04.231903+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Hardware.xls,Hardware.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Hardware.xls,06_Allgemeine Informationen,69632,2007-01-23T16:25:36.169192+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Hardware_Körner_VK.xls,Hardware_Körner_VK.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Hardware_Körner_VK.xls,06_Allgemeine Informationen,22528,2007-01-24T15:01:58.905465+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationergebnisse auf SK Basis 2007 08.xls,Kalkulationergebnisse auf SK Basis 2007 08.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationergebnisse auf SK Basis 2007 08.xls,06_Allgemeine Informationen,27648,2011-10-21T12:08:07.984358+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationsvorgaben CCM.xls,Kalkulationsvorgaben CCM.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationsvorgaben CCM.xls,06_Allgemeine Informationen,57344,2007-01-16T13:52:30.627476+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationsvorgaben CSP.xls,Kalkulationsvorgaben CSP.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationsvorgaben CSP.xls,06_Allgemeine Informationen,57344,2007-08-23T12:38:56.774000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationsvorgaben HSM.xls,Kalkulationsvorgaben HSM.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationsvorgaben HSM.xls,06_Allgemeine Informationen,57344,2007-03-01T13:45:30.780000+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationsvorgaben PLTCM.xls,Kalkulationsvorgaben PLTCM.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationsvorgaben PLTCM.xls,06_Allgemeine Informationen,57344,2007-01-19T15:30:01.283717+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Material\Kalkulationsvorgaben RCM.xls,Kalkulationsvorgaben RCM.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Material/Kalkulationsvorgaben RCM.xls,06_Allgemeine Informationen,57344,2007-01-19T15:30:09.338458+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Rajhi\28156006_IMMS Kalkulation_Maximo PP3.xls,28156006_IMMS Kalkulation_Maximo PP3.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Rajhi/28156006_IMMS Kalkulation_Maximo PP3.xls,06_Allgemeine Informationen,40448,2012-12-04T12:38:02.415312+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Rajhi\28156006_IMMS Kalkulation_integrated CSP Plant PP3.xls,28156006_IMMS Kalkulation_integrated CSP Plant PP3.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Rajhi/28156006_IMMS Kalkulation_integrated CSP Plant PP3.xls,06_Allgemeine Informationen,53248,2012-12-04T12:51:19.445112+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Rajhi\28156006_IMMS Kalkulation_integrated CSP Plant PP6.xls,28156006_IMMS Kalkulation_integrated CSP Plant PP6.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Rajhi/28156006_IMMS Kalkulation_integrated CSP Plant PP6.xls,06_Allgemeine Informationen,54784,2012-12-04T12:51:14.531104+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\Rajhi\IMMS Kalkulation_alle AnlagentypenRAJHI.xls,IMMS Kalkulation_alle AnlagentypenRAJHI.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/Rajhi/IMMS Kalkulation_alle AnlagentypenRAJHI.xls,06_Allgemeine Informationen,39424,2012-11-06T10:33:21.463725+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Kalkulation\alt\IMMS Kalkulation_alle Anlagentypen.xls,IMMS Kalkulation_alle Anlagentypen.xls,.xls,06_Allgemeine Informationen/1 Angebote/IMMS Package/Kalkulation/alt/IMMS Kalkulation_alle Anlagentypen.xls,06_Allgemeine Informationen,39424,2011-10-21T12:52:15.697542+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\IMMS Package\Zusammenarbeit Fa. Müller\Unterschriebene Geheimhaltungsabkommen.pdf,Unterschriebene Geheimhaltungsabkommen.pdf,.pdf,06_Allgemeine Informationen/1 Angebote/IMMS Package/Zusammenarbeit Fa. Müller/Unterschriebene Geheimhaltungsabkommen.pdf,06_Allgemeine Informationen,2204768,2011-09-05T14:58:18.512026+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\Software Bedingungen\Softwarebedingungen für das Anlagen_en_20121009.docx,Softwarebedingungen für das Anlagen_en_20121009.docx,.docx,06_Allgemeine Informationen/1 Angebote/Software Bedingungen/Softwarebedingungen für das Anlagen_en_20121009.docx,06_Allgemeine Informationen,63713,2013-01-11T07:28:06.082370+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\Software Bedingungen\Softwarebedingungen für das Anlagengeschäft_de_20121009.docx,Softwarebedingungen für das Anlagengeschäft_de_20121009.docx,.docx,06_Allgemeine Informationen/1 Angebote/Software Bedingungen/Softwarebedingungen für das Anlagengeschäft_de_20121009.docx,06_Allgemeine Informationen,62237,2013-01-11T07:28:39.185570+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\Textbausteine alt\Information Neuer Server.txt,Information Neuer Server.txt,.txt,06_Allgemeine Informationen/1 Angebote/Textbausteine alt/Information Neuer Server.txt,06_Allgemeine Informationen,381,2008-06-03T10:04:39.465770+00:00,2026-03-12T11:16:06.006618+00:00
P:\SDE-TS-Customer-Projects\06_Allgemeine Informationen\1 Angebote\Textbausteine alt\Organisation\Analyse Aufbau Standardtexte.xls,Analyse Aufbau Standardtexte.xls,.xls,06_Allgemeine Informationen/1 Angebote/Textbausteine alt/Organisation/Analyse Aufbau Standardtexte.xls,06_Allgemeine Informationen,30208,2008-01-22T10:09:49.618000+00:00,2026-03-12T11:16:06.006618+00:00
